payment_id,customer_id,payment_date,amount,payment_method
1772,2899,2025-03-17,745.87,bank
1773,4568,2025-04-26,62.36,cash
1774,4983,2024-03-14,990.53,mobile
1775,3862,2023-10-25,703.02,mobile
1776,1198,2023-07-03,398.41,mobile
1777,4218,2025-04-14,467.69,cash
1778,3414,2023-09-04,555.3,bank
1779,1774,2023-09-29,677.13,card
1780,705,2023-12-02,502.3,mobile
1781,4382,2024-07-30,959.05,mobile
1782,3564,2023-07-09,631.62,bank
1783,2551,2025-04-08,247.29,cash
1784,812,2024-02-15,321.68,card
1785,3249,2025-02-02,227.15,mobile
1786,3289,2024-04-17,55.81,bank
1787,2895,2023-06-21,224.29,cash
1788,2786,2023-10-09,206.41,bank
1789,3513,2024-09-30,13.52,cash
1790,4021,2024-06-18,482.28,bank
1791,3654,2024-05-19,293.54,card
1792,1168,2025-05-04,406.4,bank
1793,634,2024-09-15,314.1,cash
1794,2502,2025-05-10,269.3,mobile
1795,4509,2024-03-16,30.73,mobile
1796,4276,2025-03-07,136.24,cash
1797,2870,2024-12-07,699.9,mobile
1798,3038,2024-04-01,874.29,mobile
1799,4670,2025-03-29,150.8,bank
1800,740,2024-08-10,888.48,card
1801,4732,2024-10-22,656.1,card
1802,2020,2025-03-04,509.54,cash
1803,4999,2024-11-15,965.6,card
1804,3599,2025-04-26,760.99,cash
1805,1905,2024-01-14,802.64,mobile
1806,3897,2025-06-04,90.94,card
1807,1422,2024-05-09,937.25,mobile
1808,2819,2024-02-20,855.55,bank
1809,3381,2024-08-19,906.84,card
1810,3448,2025-06-02,283.0,mobile
1811,4837,2024-12-25,214.16,cash
1812,405,2025-03-06,647.81,mobile
1813,148,2023-09-27,650.2,card
1814,4210,2024-11-11,735.91,cash
1815,4172,2023-12-16,916.75,cash
1816,4014,2025-03-10,77.56,cash
1817,3772,2025-04-21,193.07,bank
1818,3542,2025-05-30,559.1,cash
1819,3449,2023-09-13,49.48,bank
1820,3993,2023-09-01,359.32,cash
1821,4301,2024-01-24,377.02,bank
1822,2025,2024-06-08,841.82,bank
1823,3061,2024-11-11,962.33,bank
1824,1608,2023-10-28,936.68,mobile
1825,4127,2025-02-15,179.63,cash
1826,1205,2023-12-06,328.03,mobile
1827,739,2024-06-28,627.05,card
1828,4638,2024-10-25,73.93,mobile
1829,763,2025-06-16,651.91,mobile
1830,4379,2023-08-29,765.9,card
1831,443,2025-02-19,738.59,bank
1832,1365,2023-12-12,473.02,cash
1833,4469,2025-03-18,397.42,card
1834,2248,2023-10-29,699.56,card
1835,4657,2024-02-28,209.17,cash
1836,1544,2024-02-20,784.79,bank
1837,3055,2023-12-24,168.18,card
1838,4068,2024-02-07,100.95,bank
1839,4897,2024-12-16,940.78,card
1840,2916,2025-01-14,263.6,mobile
1841,4939,2024-04-12,368.42,mobile
1842,3602,2024-11-23,208.98,mobile
1843,3649,2024-08-27,177.48,card
1844,2812,2023-11-23,906.23,bank
1845,4415,2024-12-08,666.34,card
1846,2772,2025-01-04,646.05,cash
1847,4175,2024-11-24,931.82,mobile
1848,484,2025-06-05,470.92,cash
1849,1177,2024-04-20,353.93,cash
1850,1838,2024-08-16,913.71,cash
1851,3353,2024-04-10,762.61,card
1852,42,2024-02-14,721.1,card
1853,4691,2024-05-20,648.28,card
1854,4427,2024-07-02,909.19,card
1855,2192,2024-06-29,887.24,card
1856,3059,2024-07-04,654.42,card
1857,2298,2025-05-12,150.43,card
1858,587,2024-02-05,867.57,card
1859,1695,2024-11-18,895.06,cash
1860,2893,2024-12-01,655.98,mobile
1861,3786,2024-06-17,527.93,cash
1862,758,2024-12-10,354.46,mobile
1863,2790,2025-01-17,468.52,card
1864,227,2024-11-15,749.87,card
1865,2769,2024-03-18,59.64,cash
1866,2552,2025-03-11,921.72,card
1867,3926,2024-06-03,220.52,bank
1868,4945,2024-01-17,643.29,bank
1869,604,2025-05-24,267.39,mobile
1870,3230,2024-07-21,886.42,bank
1871,846,2023-08-03,159.64,bank
1872,1908,2024-05-18,478.03,cash
1873,1808,2024-01-28,787.72,mobile
1874,3968,2023-10-13,734.75,bank
1875,2269,2025-05-12,389.99,cash
1876,3305,2024-08-10,730.18,card
1877,3578,2023-09-15,828.7,cash
1878,4566,2025-02-12,505.51,card
1879,3727,2023-06-24,215.69,mobile
1880,451,2023-12-14,540.13,card
1881,2156,2024-10-11,696.47,mobile
1882,2698,2024-10-30,662.14,card
1883,1369,2024-10-13,753.06,mobile
1884,3835,2024-12-11,299.87,cash
1885,4872,2024-11-21,368.55,mobile
1886,4975,2024-12-08,185.1,cash
1887,1793,2024-05-13,511.96,cash
1888,3099,2025-03-20,830.9,bank
1889,1256,2023-11-23,786.6,bank
1890,1084,2024-09-30,542.93,cash
1891,3814,2025-03-27,855.72,card
1892,3891,2025-05-03,819.92,mobile
1893,4359,2024-12-07,210.78,card
1894,93,2023-06-19,271.44,bank
1895,3624,2025-04-06,254.45,bank
1896,3996,2025-05-09,959.29,mobile
1897,4062,2023-07-27,733.55,card
1898,3521,2025-03-13,650.71,bank
1899,1253,2024-09-15,569.53,mobile
1900,3570,2024-10-09,150.53,bank
1901,4800,2024-01-12,916.29,cash
1902,597,2023-11-25,95.43,cash
1903,1462,2024-12-01,173.82,cash
1904,3146,2024-04-21,540.95,bank
1905,4508,2024-04-09,357.15,card
1906,2314,2024-10-22,684.74,card
1907,2660,2025-05-26,182.54,bank
1908,3736,2023-11-17,948.23,card
1909,833,2024-12-23,714.89,cash
1910,1124,2025-05-28,643.99,cash
1911,3319,2024-12-06,610.64,cash
1912,641,2023-12-15,154.49,cash
1913,4232,2025-01-30,735.69,card
1914,2687,2024-01-26,338.93,mobile
1915,373,2024-11-03,662.97,card
1916,571,2024-01-22,721.02,bank
1917,720,2024-12-09,662.03,bank
1918,2228,2023-09-10,256.29,mobile
1919,4191,2024-10-10,997.11,bank
1920,714,2024-01-16,243.56,bank
1921,2284,2024-04-04,71.76,mobile
1922,3285,2025-01-29,160.94,cash
1923,650,2024-05-10,928.69,bank
1924,4372,2024-04-15,168.85,mobile
1925,1953,2025-02-27,486.18,cash
1926,3380,2024-09-25,129.09,cash
1927,2511,2025-05-12,395.62,card
1928,238,2023-08-31,674.09,card
1929,509,2023-09-06,11.23,bank
1930,4713,2025-05-26,105.77,card
1931,4438,2023-11-23,682.4,card
1932,200,2024-01-13,109.33,bank
1933,3338,2025-04-09,332.55,cash
1934,4293,2024-10-26,908.89,bank
1935,4107,2024-09-23,610.11,bank
1936,3403,2025-06-02,361.02,mobile
1937,323,2024-08-18,586.28,mobile
1938,2670,2025-02-15,668.4,card
1939,2820,2024-09-21,280.43,mobile
1940,2128,2023-12-06,96.72,card
1941,2065,2023-11-03,341.64,card
1942,4999,2024-05-28,910.31,bank
1943,1322,2023-11-10,175.54,card
1944,4621,2023-07-05,672.46,bank
1945,3447,2024-02-02,57.76,bank
1946,808,2025-02-02,14.58,bank
1947,3734,2024-11-30,215.27,card
1948,1085,2025-03-13,878.18,cash
1949,2998,2024-07-05,39.29,bank
1950,3966,2024-02-01,660.47,mobile
1951,4143,2025-04-21,355.16,cash
1952,1906,2025-05-11,599.9,card
1953,3836,2025-04-13,433.03,cash
1954,1096,2024-07-04,249.69,card
1955,89,2024-09-13,539.32,mobile
1956,4324,2024-10-22,799.72,cash
1957,817,2023-10-03,903.31,cash
1958,2249,2024-04-14,753.29,mobile
1959,280,2023-08-27,857.38,card
1960,411,2025-05-06,862.79,bank
1961,3181,2024-08-30,565.36,bank
1962,372,2024-11-19,909.37,cash
1963,2080,2025-02-06,150.4,bank
1964,4870,2023-12-07,453.53,cash
1965,1049,2024-02-18,415.99,cash
1966,583,2023-11-30,49.98,bank
1967,481,2023-06-22,586.44,cash
1968,2618,2023-08-05,83.96,bank
1969,4627,2023-10-27,911.14,cash
1970,2166,2024-08-05,621.78,bank
1971,3934,2023-11-09,491.63,bank
1972,2547,2023-08-21,700.2,mobile
1973,532,2024-11-19,313.76,cash
1974,1587,2025-05-16,960.38,mobile
1975,3757,2024-10-18,107.8,card
1976,548,2024-05-23,387.06,mobile
1977,506,2024-09-09,646.99,bank
1978,2863,2023-08-21,702.03,mobile
1979,3845,2025-01-05,124.46,mobile
1980,4760,2023-08-03,327.6,bank
1981,3099,2024-08-10,419.96,cash
1982,4533,2024-03-12,838.73,bank
1983,4252,2025-04-20,704.47,mobile
1984,2885,2023-09-29,101.72,bank
1985,2553,2024-09-02,26.4,card
1986,650,2024-02-29,410.77,cash
1987,1584,2024-09-21,645.46,cash
1988,3290,2023-10-04,626.01,bank
1989,2332,2024-10-05,412.04,mobile
1990,2513,2025-05-02,223.96,card
1991,2544,2024-05-27,650.76,cash
1992,3984,2023-08-04,29.03,cash
1993,4489,2024-06-13,725.81,card
1994,3418,2025-03-26,544.2,card
1995,2056,2023-08-20,614.02,mobile
1996,3114,2024-10-27,753.33,card
1997,2076,2023-08-03,214.75,cash
1998,2652,2023-08-21,886.76,bank
1999,3766,2024-04-18,12.19,bank
2000,3479,2025-05-30,849.78,card
2001,4574,2024-12-03,524.86,bank
2002,45,2024-03-18,589.22,mobile
2003,458,2024-10-08,83.13,mobile
2004,3577,2024-05-15,559.0,cash
2005,414,2025-05-21,693.36,mobile
2006,1340,2024-03-06,56.73,card
2007,924,2023-10-26,449.5,mobile
2008,407,2024-01-20,239.48,bank
2009,3246,2023-09-25,79.66,bank
2010,4615,2025-05-08,434.97,bank
2011,4174,2024-09-21,703.51,card
2012,4744,2023-08-30,976.53,bank
2013,2473,2024-04-17,740.58,cash
2014,10,2024-10-04,134.11,cash
2015,76,2024-08-18,584.97,card
2016,2207,2025-06-01,223.84,bank
2017,686,2024-07-31,684.51,mobile
2018,4362,2024-01-27,602.43,bank
2019,34,2025-03-09,12.12,card
2020,4704,2024-02-21,206.72,cash
2021,4494,2023-09-15,604.31,bank
2022,201,2024-08-22,481.09,mobile
2023,457,2024-09-30,92.36,card
2024,4203,2025-03-31,222.72,mobile
2025,1988,2023-09-21,156.27,card
2026,1875,2024-02-24,445.43,card
2027,2043,2024-07-22,734.41,card
2028,1446,2023-07-23,570.74,cash
2029,4225,2023-10-08,987.65,bank
2030,3072,2023-07-13,437.11,card
2031,2600,2023-10-25,618.67,cash
2032,3694,2023-11-11,252.66,card
2033,2335,2025-03-28,539.48,bank
2034,4118,2025-03-02,261.19,cash
2035,2208,2023-09-19,635.7,mobile
2036,4750,2024-10-02,127.2,bank
2037,3974,2023-08-23,682.63,bank
2038,3966,2025-03-21,38.84,cash
2039,1022,2025-01-24,357.4,card
2040,2909,2023-11-21,371.97,bank
2041,362,2024-09-13,541.86,card
2042,1482,2023-08-28,887.68,card
2043,3323,2023-07-18,666.18,card
2044,2712,2023-12-30,914.51,card
2045,944,2024-12-28,948.79,card
2046,2968,2024-04-28,263.29,bank
2047,1726,2024-10-15,285.07,cash
2048,952,2025-01-10,644.27,card
2049,2220,2025-05-23,32.2,mobile
2050,728,2024-10-05,648.63,bank
2051,3779,2023-10-15,128.26,bank
2052,1324,2024-09-23,663.03,cash
2053,1394,2024-11-25,234.69,cash
2054,4089,2023-11-09,39.12,bank
2055,4910,2024-11-27,117.52,card
2056,3818,2024-08-14,390.32,mobile
2057,1427,2024-06-11,727.15,bank
2058,3370,2023-08-10,557.63,card
2059,2645,2025-03-21,806.35,bank
2060,120,2024-01-05,437.57,cash
2061,1968,2024-06-30,920.63,bank
2062,4800,2024-03-04,317.7,mobile
2063,3166,2024-01-09,621.13,mobile
2064,341,2025-03-16,980.73,bank
2065,3297,2025-02-24,861.32,card
2066,478,2024-07-07,769.73,card
2067,3848,2023-09-21,773.92,cash
2068,1856,2024-03-14,756.34,bank
2069,2871,2024-04-25,555.84,card
2070,1964,2025-03-29,610.74,bank
2071,1081,2024-10-20,76.81,bank
2072,3451,2024-01-05,245.69,mobile
2073,332,2025-04-18,315.06,card
2074,830,2023-12-03,938.1,mobile
2075,1994,2024-02-11,60.28,mobile
2076,2368,2024-08-07,264.56,bank
2077,1055,2024-06-03,265.6,card
2078,3104,2023-10-10,150.11,bank
2079,16,2024-05-03,400.71,mobile
2080,1529,2024-12-10,294.96,mobile
2081,1644,2023-09-09,497.42,cash
2082,3147,2023-07-15,716.86,cash
2083,3650,2023-09-26,337.36,cash
2084,4908,2024-10-30,340.59,bank
2085,874,2025-04-30,152.11,mobile
2086,337,2023-11-09,221.92,bank
2087,790,2024-07-09,832.76,cash
2088,2177,2024-11-16,650.04,cash
2089,3878,2024-01-25,665.27,card
2090,4051,2023-09-17,651.62,mobile
2091,965,2025-02-06,714.14,cash
2092,1027,2023-08-29,277.16,card
2093,4485,2024-08-21,194.19,mobile
2094,1584,2024-04-02,709.18,mobile
2095,1847,2025-02-26,869.5,cash
2096,3722,2023-11-11,673.59,cash
2097,2150,2024-04-22,101.03,card
2098,1406,2024-11-14,693.4,card
2099,1841,2024-02-19,231.1,cash
2100,2358,2024-03-23,387.98,card
2101,697,2024-03-26,968.02,mobile
2102,3742,2024-02-28,116.63,card
2103,2499,2024-03-06,723.66,mobile
2104,1241,2024-03-09,639.21,mobile
2105,1465,2024-02-18,953.29,mobile
2106,4462,2024-11-25,438.39,bank
2107,4746,2025-05-16,775.39,cash
2108,2439,2024-03-31,979.85,mobile
2109,418,2023-07-05,902.85,card
2110,2962,2024-07-24,907.66,card
2111,2322,2023-10-31,956.08,mobile
2112,1564,2023-11-11,646.29,mobile
2113,4612,2024-05-11,230.64,bank
2114,1397,2024-10-13,934.63,mobile
2115,4491,2025-04-18,981.98,card
2116,711,2024-01-09,205.32,card
2117,354,2023-09-17,380.28,card
2118,2813,2024-02-05,760.98,card
2119,3958,2023-07-18,51.0,bank
2120,4718,2023-11-03,437.24,mobile
2121,3012,2025-01-14,458.6,cash
2122,3470,2023-08-02,911.29,cash
2123,4059,2024-03-28,975.0,mobile
2124,4449,2024-03-27,879.82,cash
2125,3411,2024-11-29,93.02,cash
2126,2965,2024-05-05,956.88,bank
2127,26,2023-06-30,62.37,card
2128,343,2024-07-09,595.95,card
2129,1936,2024-07-04,414.93,card
2130,829,2024-10-20,801.85,card
2131,1920,2024-06-29,125.45,cash
2132,4458,2024-10-02,973.56,bank
2133,3340,2025-05-23,446.92,mobile
2134,988,2023-12-27,831.62,bank
2135,4902,2023-08-17,97.46,mobile
2136,2453,2024-03-25,257.19,mobile
2137,2540,2024-05-10,334.09,bank
2138,3984,2025-04-06,786.41,bank
2139,3006,2024-09-28,201.42,mobile
2140,3987,2024-03-06,984.26,card
2141,3269,2025-06-07,399.85,card
2142,107,2023-08-22,466.69,cash
2143,2746,2024-05-12,934.91,cash
2144,4057,2025-06-15,968.86,cash
2145,2696,2024-11-15,909.86,mobile
2146,4620,2023-10-02,488.14,bank
2147,659,2024-06-23,77.22,card
2148,3299,2024-09-11,469.57,bank
2149,2007,2024-09-12,105.47,cash
2150,4511,2023-10-23,38.46,bank
2151,2354,2024-03-26,761.24,cash
2152,1355,2023-08-01,796.18,cash
2153,4972,2024-08-19,652.75,mobile
2154,1302,2025-06-07,292.48,cash
2155,3097,2023-08-22,829.53,card
2156,1761,2023-11-06,538.02,mobile
2157,4976,2024-12-14,360.72,mobile
2158,4826,2025-05-15,851.96,bank
2159,4530,2025-05-22,532.78,card
2160,1059,2023-08-27,92.1,cash
2161,4177,2023-12-22,138.2,cash
2162,4300,2024-08-04,768.55,cash
2163,3505,2025-06-08,214.08,cash
2164,104,2025-01-13,606.66,bank
2165,4941,2024-03-25,726.93,cash
2166,2346,2024-09-04,737.91,card
2167,1156,2023-07-03,983.98,cash
2168,4185,2023-12-21,661.74,card
2169,1166,2023-09-09,306.44,mobile
2170,4337,2025-05-27,495.36,card
2171,2090,2024-03-26,580.27,card
2172,4239,2023-12-28,345.73,bank
2173,2648,2023-07-22,37.5,cash
2174,3715,2024-11-21,127.09,cash
2175,596,2023-11-27,615.72,cash
2176,2564,2023-07-10,381.87,cash
2177,4267,2024-11-17,568.95,bank
2178,890,2025-05-22,37.07,bank
2179,1879,2025-04-25,706.29,card
2180,1554,2024-09-09,219.62,bank
2181,4877,2024-08-03,229.59,bank
2182,3618,2023-07-04,427.12,cash
2183,1844,2023-08-11,899.08,cash
2184,2871,2024-11-20,680.64,cash
2185,797,2024-08-05,91.2,mobile
2186,872,2024-08-12,827.89,cash
2187,2624,2024-01-10,22.33,mobile
2188,1545,2023-11-11,893.06,card
2189,3975,2025-01-06,28.12,card
2190,303,2024-08-19,37.25,bank
2191,1179,2023-06-24,566.54,card
2192,2713,2024-11-25,243.08,bank
2193,3297,2023-09-29,828.99,bank
2194,445,2023-12-20,483.82,card
2195,2893,2024-03-08,885.03,card
2196,176,2024-06-07,993.91,card
2197,1918,2025-03-26,718.29,cash
2198,3185,2025-04-03,279.56,mobile
2199,803,2023-07-30,864.72,card
2200,2557,2024-10-05,754.96,cash
2201,3020,2023-11-04,617.96,card
2202,3255,2024-08-30,766.18,mobile
2203,4474,2024-01-23,580.84,mobile
2204,1363,2025-06-14,171.79,cash
2205,1149,2025-06-10,367.68,card
2206,3599,2024-01-08,135.36,bank
2207,363,2024-01-19,302.65,cash
2208,1702,2024-12-31,508.74,card
2209,3376,2025-06-15,426.99,mobile
2210,3588,2024-03-27,762.13,mobile
2211,500,2024-11-19,331.87,bank
2212,4241,2023-08-15,231.41,card
2213,3883,2024-10-10,211.47,bank
2214,1524,2025-03-08,897.05,bank
2215,723,2024-05-03,533.59,mobile
2216,3920,2023-12-08,560.68,card
2217,1471,2023-09-29,730.91,bank
2218,3018,2025-01-26,841.32,mobile
2219,2034,2024-06-11,53.82,mobile
2220,4916,2024-07-30,291.69,card
2221,546,2024-03-20,990.25,mobile
2222,1238,2023-08-14,100.45,cash
2223,1297,2024-10-15,492.61,card
2224,2062,2025-01-22,596.0,cash
2225,1760,2024-11-16,575.25,mobile
2226,3398,2024-04-26,169.69,bank
2227,3828,2023-08-25,452.92,cash
2228,3190,2023-11-25,866.65,card
2229,1107,2025-03-16,356.96,bank
2230,186,2023-08-19,347.65,mobile
2231,1247,2024-11-23,596.4,mobile
2232,2743,2024-06-27,188.52,bank
2233,871,2023-11-07,698.42,card
2234,96,2023-07-21,336.77,mobile
2235,3277,2023-12-28,490.09,cash
2236,1971,2024-11-28,521.96,bank
2237,757,2023-07-15,686.6,bank
2238,2222,2025-01-31,215.35,bank
2239,1461,2023-06-26,32.35,cash
2240,1933,2025-06-12,635.17,bank
2241,2725,2024-04-02,134.34,card
2242,2735,2024-06-04,651.37,cash
2243,3416,2024-12-15,12.09,bank
2244,891,2024-04-20,573.2,mobile
2245,1497,2023-08-05,492.75,card
2246,2168,2024-10-22,859.82,bank
2247,1971,2024-01-26,983.32,bank
2248,1936,2025-04-06,951.2,bank
2249,3966,2024-06-26,526.54,mobile
2250,2145,2024-01-01,506.88,bank
2251,3681,2025-06-03,69.31,cash
2252,4223,2025-03-22,683.91,card
2253,2808,2024-06-02,150.19,cash
2254,1998,2024-12-03,426.58,cash
2255,1152,2025-04-02,503.44,bank
2256,3373,2025-03-14,822.95,cash
2257,660,2024-06-21,902.07,card
2258,4529,2023-11-04,123.97,cash
2259,4265,2025-05-11,340.69,cash
2260,2578,2023-08-01,929.33,card
2261,286,2023-12-14,966.24,cash
2262,3484,2024-01-04,78.51,card
2263,455,2024-05-26,999.51,mobile
2264,4435,2024-12-24,903.25,mobile
2265,390,2023-11-09,320.37,bank
2266,3917,2024-04-19,79.89,cash
2267,2344,2024-01-12,91.36,cash
2268,1160,2025-02-22,644.25,card
2269,3365,2024-04-02,284.22,cash
2270,3416,2024-07-06,133.82,cash
2271,991,2024-07-20,84.54,cash
2272,2114,2024-12-09,254.06,cash
2273,383,2024-05-18,924.31,card
2274,4389,2024-06-25,501.14,mobile
2275,4254,2024-03-27,168.68,bank
2276,1752,2024-11-29,411.68,bank
2277,4191,2023-07-20,427.52,card
2278,4988,2024-10-30,256.51,cash
2279,4231,2025-01-07,969.31,cash
2280,2365,2024-01-16,381.09,card
2281,1103,2023-10-06,381.69,mobile
2282,3504,2024-10-11,734.44,bank
2283,148,2023-08-20,77.72,bank
2284,2333,2024-07-01,681.5,mobile
2285,4580,2023-12-12,15.04,mobile
2286,1068,2024-07-15,808.04,card
2287,2903,2023-11-16,214.97,cash
2288,794,2024-11-01,65.35,cash
2289,4403,2024-01-21,346.53,mobile
2290,795,2025-01-10,583.18,mobile
2291,1078,2025-06-17,264.37,mobile
2292,532,2024-05-28,466.02,card
2293,2715,2025-04-25,416.31,bank
2294,2777,2023-09-07,730.86,mobile
2295,4136,2025-04-26,628.19,card
2296,2464,2024-12-19,735.48,bank
2297,2789,2024-04-01,170.5,card
2298,3638,2024-06-28,565.5,bank
2299,1535,2024-04-19,462.41,card
2300,2287,2023-09-09,970.27,cash
2301,491,2024-11-25,279.36,mobile
2302,2734,2024-05-09,986.5,bank
2303,2118,2024-10-28,710.28,cash
2304,292,2024-03-16,101.36,bank
2305,3574,2025-05-28,991.91,card
2306,343,2024-04-26,243.98,mobile
2307,2896,2023-08-06,168.59,card
2308,286,2024-08-24,443.39,mobile
2309,4968,2024-04-21,834.07,bank
2310,699,2023-06-27,351.06,card
2311,3701,2023-08-16,189.22,card
2312,579,2023-08-18,492.7,bank
2313,677,2024-08-29,315.55,card
2314,4138,2025-06-07,643.25,bank
2315,1972,2025-06-13,117.84,mobile
2316,4823,2023-11-03,828.34,mobile
2317,1006,2025-01-29,210.38,cash
2318,3918,2024-10-08,560.46,mobile
2319,3692,2025-04-24,745.38,cash
2320,3019,2024-12-12,324.15,card
2321,4400,2024-03-08,847.17,card
2322,4144,2025-06-15,898.29,mobile
2323,3078,2023-12-01,212.58,card
2324,1804,2024-11-08,674.5,mobile
2325,3492,2023-11-09,618.7,mobile
2326,3562,2023-11-06,210.47,bank
2327,496,2025-03-10,268.71,mobile
2328,273,2023-11-24,760.16,bank
2329,981,2023-06-30,138.12,mobile
2330,2956,2025-03-26,980.93,card
2331,3906,2025-04-30,570.23,mobile
2332,2782,2024-04-12,186.32,cash
2333,1273,2025-02-09,856.35,mobile
2334,2228,2024-07-28,269.09,bank
2335,4055,2023-10-04,514.23,card
2336,2637,2025-05-07,424.2,mobile
2337,3111,2025-06-11,468.2,card
2338,1119,2024-05-09,96.39,bank
2339,2198,2024-03-14,509.14,mobile
2340,1356,2025-02-02,182.62,card
2341,1469,2023-07-03,957.59,cash
2342,2461,2025-05-24,133.76,mobile
2343,4358,2024-09-05,520.62,card
2344,2183,2023-10-27,861.15,card
2345,396,2024-07-10,686.7,cash
2346,3421,2023-08-25,170.59,bank
2347,3093,2023-12-11,703.71,mobile
2348,1139,2024-02-25,327.83,card
2349,2780,2023-06-18,123.34,mobile
2350,1201,2023-06-24,14.41,cash
2351,3518,2023-10-30,465.13,card
2352,340,2023-07-01,328.1,mobile
2353,607,2024-08-24,435.88,cash
2354,3904,2023-09-29,681.68,mobile
2355,4324,2023-11-09,120.39,cash
2356,493,2024-03-29,604.92,bank
2357,894,2023-11-28,15.15,cash
2358,4795,2024-03-25,474.43,card
2359,2414,2023-08-02,954.28,mobile
2360,2612,2024-05-25,286.55,cash
2361,1969,2024-05-12,153.54,bank
2362,4493,2024-05-07,721.51,bank
2363,3226,2024-11-07,462.26,bank
2364,4472,2024-08-05,176.79,card
2365,4483,2024-06-11,63.7,cash
2366,907,2024-08-08,761.08,card
2367,1491,2025-03-15,138.92,card
2368,519,2025-05-12,420.22,mobile
2369,4194,2023-08-19,282.18,card
2370,3172,2024-12-14,641.94,cash
2371,4139,2025-02-28,840.38,mobile
2372,1640,2025-03-14,844.44,card
2373,1102,2024-02-02,882.28,card
2374,3780,2024-02-03,833.63,card
2375,3224,2024-12-25,738.43,card
2376,4978,2024-12-21,37.55,mobile
2377,3157,2023-12-23,435.92,cash
2378,4925,2023-08-15,643.62,bank
2379,3707,2025-02-12,150.48,bank
2380,2394,2024-02-22,51.56,card
2381,3429,2025-01-22,824.65,cash
2382,4690,2025-03-20,876.43,card
2383,4618,2023-10-18,352.93,bank
2384,2437,2023-07-04,324.03,card
2385,723,2025-01-04,323.46,mobile
2386,4523,2023-09-17,674.62,card
2387,1067,2025-02-13,48.23,bank
2388,4742,2023-07-28,763.81,bank
2389,3507,2025-03-24,426.38,mobile
2390,170,2023-08-17,964.58,card
2391,4934,2024-09-02,862.31,cash
2392,236,2023-07-20,705.64,card
2393,2771,2025-01-09,585.34,bank
2394,3990,2024-12-15,996.9,cash
2395,2641,2024-01-29,148.66,bank
2396,577,2023-08-25,984.01,bank
2397,2455,2024-05-11,953.68,card
2398,3453,2024-03-13,61.35,bank
2399,1527,2024-08-01,902.47,mobile
2400,4986,2023-12-04,910.18,cash
2401,2963,2025-01-09,555.17,card
2402,247,2024-08-25,81.89,bank
2403,1825,2025-04-03,172.66,mobile
2404,2012,2025-01-20,932.68,card
2405,3916,2024-07-07,595.68,mobile
2406,1339,2025-02-22,919.93,bank
2407,1086,2025-02-05,428.97,bank
2408,293,2025-02-08,553.24,mobile
2409,1146,2024-10-13,429.88,bank
2410,3421,2024-07-08,710.45,card
2411,99,2025-04-08,485.07,cash
2412,3555,2024-11-06,561.73,bank
2413,2054,2023-09-26,998.66,bank
2414,663,2024-02-16,550.62,cash
2415,2424,2025-03-08,249.65,mobile
2416,3567,2023-08-04,620.17,mobile
2417,2957,2024-12-20,764.76,card
2418,603,2023-09-17,684.37,mobile
2419,1651,2023-12-21,858.0,bank
2420,3918,2023-12-31,481.82,bank
2421,2759,2023-10-13,281.22,card
2422,4258,2024-07-10,274.78,card
2423,3,2024-01-28,146.01,cash
2424,934,2024-01-06,888.78,bank
2425,2291,2025-03-15,970.21,cash
2426,1079,2024-09-11,116.2,card
2427,4740,2025-03-14,94.26,bank
2428,608,2024-04-19,408.26,cash
2429,4845,2023-07-23,954.7,card
2430,4983,2023-11-06,931.78,bank
2431,3777,2025-04-16,93.85,card
2432,1604,2023-11-13,488.87,bank
2433,1449,2025-06-10,274.35,cash
2434,4800,2023-10-30,380.22,cash
2435,3033,2023-10-24,746.15,mobile
2436,347,2024-11-23,793.51,bank
2437,552,2024-05-09,729.46,card
2438,1282,2024-02-11,222.58,mobile
2439,1152,2024-07-30,545.73,cash
2440,372,2024-09-01,435.43,card
2441,3876,2023-07-21,432.35,bank
2442,4618,2023-09-17,223.64,card
2443,2090,2024-10-09,394.49,bank
2444,1387,2023-07-13,945.49,bank
2445,2764,2025-05-07,745.15,mobile
2446,2968,2024-04-27,350.89,bank
2447,712,2024-10-02,532.93,mobile
2448,565,2023-08-05,947.36,mobile
2449,4940,2023-08-01,790.71,cash
2450,753,2024-02-25,620.53,card
2451,4231,2024-09-11,341.71,bank
2452,4421,2024-05-17,979.02,card
2453,2346,2024-02-10,686.65,card
2454,4927,2023-07-26,698.67,mobile
2455,1446,2025-04-19,167.65,bank
2456,2385,2023-09-01,196.24,bank
2457,3602,2025-06-10,16.18,cash
2458,4163,2025-01-20,307.61,card
2459,1812,2025-01-30,698.74,mobile
2460,3328,2025-03-19,575.59,bank
2461,1961,2023-10-29,35.26,cash
2462,732,2023-09-27,729.18,mobile
2463,3489,2023-12-10,495.13,card
2464,4815,2023-08-18,781.89,card
2465,1841,2023-09-14,84.75,card
2466,3368,2025-01-17,821.22,mobile
2467,1873,2023-09-13,490.04,card
2468,562,2024-11-09,759.68,mobile
2469,3620,2025-03-29,219.84,cash
2470,4224,2025-03-19,702.63,bank
2471,348,2025-05-13,896.55,bank
2472,3909,2024-02-02,93.07,mobile
2473,3369,2024-08-08,986.67,bank
2474,4711,2023-07-04,754.24,card
2475,3423,2025-05-31,702.65,cash
2476,3542,2024-02-21,607.05,mobile
2477,4603,2024-10-09,278.58,cash
2478,3336,2025-05-11,799.86,bank
