subscription_id,customer_id,plan_type,start_date,end_date,monthly_cost
1111,1072,Prepaid,2023-07-28,2024-04-15,226.59
1112,1610,Postpaid,2023-01-20,2023-04-28,63.98
1113,4723,Postpaid,2023-05-26,2024-03-25,219.12
1114,4564,5G,2022-12-26,2023-05-05,229.63
1115,1575,4G,2024-04-13,2024-08-20,97.81
1116,1550,4G,2023-07-18,2024-04-29,151.24
1117,3302,4G,2022-07-01,2023-06-05,206.6
1118,4583,4G,2024-06-01,2025-03-01,54.31
1119,2507,5G,2024-04-14,2024-09-11,141.79
1120,120,4G,2023-04-23,2023-09-09,132.79
1121,2993,4G,2023-12-06,2024-09-07,269.97
1122,2459,5G,2023-08-05,2023-12-29,237.93
1123,433,5G,2023-07-01,2023-08-26,50.56
1124,3780,4G,2023-10-22,2024-03-02,215.05
1125,635,4G,2023-04-16,2024-03-20,176.62
1126,4849,Prepaid,2023-03-18,2023-07-20,261.7
1127,3962,5G,2022-09-09,2023-03-24,183.22
1128,3753,Postpaid,2024-01-11,2024-06-18,298.97
1129,3500,5G,2023-10-14,2024-07-21,261.82
1130,3548,4G,2022-08-28,2023-04-14,247.5
1131,2902,5G,2024-04-07,2024-07-01,204.6
1132,2741,5G,2024-04-09,2024-11-05,232.58
1133,43,5G,2023-03-15,2023-08-16,290.62
1134,3327,5G,2023-04-08,2023-06-21,59.82
1135,225,Postpaid,2023-05-16,2024-01-03,127.55
1136,985,4G,2024-06-09,2025-04-12,126.74
1137,4275,Prepaid,2022-07-14,2023-05-28,87.57
1138,1525,5G,2022-09-17,2023-05-31,182.55
1139,3261,Postpaid,2022-09-09,2023-08-06,86.75
1140,1578,Postpaid,2023-01-05,2023-10-23,219.63
1141,1186,Prepaid,2024-04-21,2024-07-23,247.37
1142,348,5G,2023-01-02,2023-05-21,94.9
1143,924,4G,2023-09-05,2024-02-23,265.91
1144,4017,Prepaid,2024-05-23,2024-07-18,278.54
1145,3061,Postpaid,2024-04-09,2025-01-30,93.24
1146,2577,Prepaid,2024-03-11,2024-12-29,199.98
1147,4755,Postpaid,2023-08-05,2023-10-10,114.76
1148,4433,4G,2024-06-11,2024-12-22,54.07
1149,2925,Postpaid,2022-10-20,2023-03-08,180.58
1150,1998,5G,2023-11-16,2024-08-20,62.94
1151,2554,Postpaid,2024-04-02,2025-03-12,177.59
1152,1825,Postpaid,2022-12-15,2023-06-07,255.86
1153,4585,Postpaid,2023-08-03,2024-05-22,122.52
1154,4632,4G,2023-08-13,2024-02-07,109.7
1155,2630,5G,2022-08-07,2023-04-18,169.42
1156,4169,5G,2023-05-27,2024-03-06,189.93
1157,1712,Prepaid,2023-01-25,2023-12-05,82.86
1158,3221,5G,2023-01-12,2023-10-12,194.83
1159,833,5G,2023-08-15,2024-02-13,214.29
1160,131,4G,2023-12-19,2024-04-07,280.42
1161,647,4G,2023-04-24,2023-10-10,93.33
1162,4042,5G,2023-12-19,2024-01-23,57.55
1163,810,Prepaid,2023-12-30,2024-02-24,194.25
1164,2353,Postpaid,2023-12-15,2024-09-18,266.16
1165,2668,5G,2023-01-05,2023-12-30,219.23
1166,3110,Postpaid,2023-01-09,2023-05-07,69.02
1167,4517,Prepaid,2024-04-27,2024-08-24,179.3
1168,3980,5G,2024-01-28,2024-12-29,299.47
1169,3901,4G,2022-09-03,2022-12-25,81.12
1170,672,5G,2022-07-04,2023-02-07,270.0
1171,3340,5G,2022-10-07,2023-02-24,52.85
1172,876,Prepaid,2023-03-12,2024-01-30,101.94
1173,1030,5G,2022-07-19,2022-10-10,277.97
1174,2800,5G,2023-04-01,2024-03-16,279.05
1175,947,Postpaid,2023-01-09,2023-04-24,246.98
1176,4196,5G,2023-09-01,2024-04-17,77.81
1177,155,Prepaid,2024-03-21,2024-07-28,112.41
1178,4872,4G,2023-11-07,2024-04-21,164.9
1179,1249,Prepaid,2024-06-04,2024-12-01,125.85
1180,4178,5G,2023-01-14,2023-09-18,299.04
1181,2364,Postpaid,2023-08-28,2024-08-09,123.52
1182,2693,5G,2022-12-02,2023-08-22,133.86
1183,1751,4G,2022-09-18,2023-06-25,84.02
1184,3418,5G,2023-01-24,2023-08-03,166.27
1185,802,4G,2023-01-01,2023-03-22,255.96
1186,4062,Prepaid,2023-04-29,2023-12-05,216.8
1187,2364,4G,2023-06-17,2024-03-27,220.24
1188,4494,Prepaid,2023-02-10,2024-02-06,226.06
1189,2596,5G,2022-09-17,2023-03-26,253.23
1190,3194,4G,2023-08-17,2024-02-20,75.2
1191,1360,5G,2022-07-26,2023-03-02,94.62
1192,4902,4G,2022-11-21,2023-09-01,217.29
1193,2244,5G,2023-11-17,2024-02-27,66.57
1194,4416,Postpaid,2022-09-14,2023-05-25,228.05
1195,4491,Prepaid,2023-07-17,2024-03-10,109.98
1196,818,Prepaid,2022-06-19,2022-11-05,210.84
1197,3866,4G,2023-05-16,2024-01-14,55.12
1198,2563,Postpaid,2023-02-17,2023-07-07,171.53
1199,2828,5G,2022-09-01,2023-04-02,176.75
1200,1840,4G,2022-11-17,2023-04-02,206.78
1201,4582,Prepaid,2024-02-27,2024-04-30,116.52
1202,2539,5G,2024-03-06,2024-11-15,84.03
1203,2882,4G,2022-07-31,2023-06-01,101.84
1204,609,Prepaid,2022-12-17,2023-07-25,163.49
1205,3468,5G,2023-03-30,2023-11-20,171.23
1206,2285,4G,2023-04-22,2023-11-24,80.26
1207,4210,5G,2022-11-01,2023-01-22,122.05
1208,4537,4G,2023-11-09,2024-01-02,126.25
1209,2824,5G,2024-04-12,2025-04-07,55.64
1210,2632,4G,2024-02-03,2024-05-25,103.27
1211,957,Prepaid,2024-01-19,2024-09-03,153.98
1212,1275,5G,2023-04-28,2024-02-16,153.13
1213,2200,Prepaid,2024-05-10,2025-04-08,213.3
1214,3703,5G,2023-08-17,2023-11-13,120.33
1215,4256,4G,2022-08-31,2022-10-03,76.36
1216,4811,Postpaid,2023-09-01,2024-07-30,93.85
1217,464,4G,2023-02-05,2023-10-08,205.8
1218,508,4G,2022-09-14,2023-06-07,104.32
1219,1532,5G,2024-02-10,2025-02-01,293.24
1220,1373,4G,2022-08-04,2022-09-13,148.16
1221,1820,5G,2024-02-20,2024-05-01,261.02
1222,423,5G,2022-09-01,2022-12-25,110.35
1223,2990,5G,2023-01-27,2023-08-06,175.92
1224,4729,Prepaid,2024-04-08,2024-05-13,181.52
1225,4433,Postpaid,2022-09-21,2023-07-10,123.92
1226,200,Postpaid,2023-11-26,2024-02-03,113.71
1227,3408,4G,2022-08-29,2022-12-04,98.58
1228,369,5G,2022-08-17,2023-08-04,171.87
1229,1803,Prepaid,2022-11-03,2023-05-25,247.82
1230,2410,Postpaid,2023-10-02,2024-02-24,202.56
1231,3172,5G,2023-05-04,2024-01-20,200.62
1232,2352,4G,2024-04-23,2024-11-21,162.2
1233,2050,5G,2022-07-10,2022-09-20,121.0
1234,1343,4G,2024-02-11,2024-10-08,125.7
1235,1289,5G,2024-05-25,2025-03-23,265.73
1236,54,5G,2023-08-25,2023-12-08,71.61
1237,4652,Postpaid,2024-01-20,2024-12-26,160.56
1238,1951,4G,2023-09-03,2024-03-26,277.44
1239,1734,5G,2023-08-02,2024-07-19,197.98
1240,896,4G,2024-02-14,2024-06-08,169.81
1241,3444,5G,2022-11-22,2023-08-06,122.51
1242,4432,Prepaid,2023-05-21,2023-09-17,108.61
1243,3292,5G,2024-01-04,2024-02-27,157.38
1244,3897,Prepaid,2022-10-19,2023-05-09,176.99
1245,4457,Prepaid,2022-12-08,2023-10-29,107.01
1246,1806,Postpaid,2022-07-02,2023-05-12,78.72
1247,3099,5G,2022-12-12,2023-03-18,74.39
1248,1207,Postpaid,2023-10-28,2024-06-05,89.32
1249,873,5G,2023-02-21,2024-02-07,52.71
1250,875,5G,2022-11-06,2023-10-08,51.11
1251,3312,5G,2024-03-15,2024-06-24,256.61
1252,1557,Prepaid,2024-01-29,2024-08-15,72.41
1253,1375,5G,2024-04-03,2024-06-08,229.37
1254,4647,4G,2024-02-23,2024-08-11,274.58
1255,1057,4G,2023-12-23,2024-04-08,110.93
1256,2776,Prepaid,2022-12-05,2023-09-27,228.09
1257,484,Postpaid,2023-08-31,2024-02-27,275.38
1258,2788,5G,2023-04-07,2024-03-21,85.27
1259,3524,Postpaid,2023-09-01,2023-10-21,289.3
1260,4968,Prepaid,2023-10-09,2024-06-02,250.71
1261,1123,4G,2023-12-29,2024-01-29,65.05
1262,3306,4G,2023-08-28,2024-02-09,271.0
1263,1177,4G,2023-01-06,2023-05-04,197.37
1264,3914,5G,2024-01-31,2024-10-11,250.62
1265,2693,Prepaid,2022-10-18,2023-08-01,233.03
1266,3114,Prepaid,2023-02-09,2023-07-28,94.68
1267,4861,5G,2024-03-05,2024-11-12,105.51
1268,396,Prepaid,2023-11-26,2024-03-14,194.82
1269,3679,Postpaid,2023-06-04,2024-02-18,172.7
1270,161,4G,2023-01-04,2023-02-22,166.96
1271,2140,4G,2022-11-10,2023-05-27,181.35
1272,3810,Postpaid,2023-11-23,2024-09-05,50.48
1273,1066,Postpaid,2023-11-17,2024-01-18,51.33
1274,3802,Prepaid,2022-12-05,2023-05-10,116.97
1275,135,Prepaid,2022-08-18,2022-12-17,297.17
1276,2093,Postpaid,2024-01-06,2024-03-06,240.45
1277,4607,Prepaid,2023-08-31,2024-04-03,101.16
1278,2453,Postpaid,2023-08-06,2024-02-11,224.8
1279,915,4G,2023-07-26,2024-01-16,111.4
1280,1731,4G,2023-01-31,2023-11-14,298.99
1281,4309,4G,2022-11-17,2023-04-10,86.94
1282,779,4G,2023-01-07,2023-03-08,223.49
1283,3917,4G,2023-06-01,2024-05-23,208.67
1284,2554,Postpaid,2023-09-04,2023-10-06,162.3
1285,3232,Postpaid,2024-04-11,2024-08-08,171.84
1286,183,5G,2022-07-28,2022-11-27,193.27
1287,788,4G,2024-01-28,2025-01-06,116.01
1288,1211,4G,2024-02-12,2024-08-08,62.12
1289,4595,5G,2023-03-07,2023-10-24,282.06
1290,154,Postpaid,2024-03-13,2024-09-11,83.2
1291,4858,Postpaid,2023-01-11,2023-09-20,258.6
1292,1871,5G,2024-02-21,2024-04-24,235.33
1293,3015,Postpaid,2024-05-05,2024-06-19,128.62
1294,1567,5G,2024-01-27,2024-03-18,257.45
1295,128,Postpaid,2022-07-20,2022-11-25,85.49
1296,427,Prepaid,2022-12-25,2023-09-13,99.12
1297,4400,Prepaid,2022-11-02,2023-06-28,188.87
1298,1855,Postpaid,2024-05-19,2024-12-27,243.35
1299,3794,4G,2023-03-03,2023-04-17,149.98
1300,4391,Prepaid,2022-08-03,2023-05-19,260.94
1301,2106,Postpaid,2023-02-19,2024-02-19,191.57
1302,570,Postpaid,2024-04-11,2025-03-06,119.73
1303,4373,4G,2023-05-11,2023-07-23,238.59
1304,4567,4G,2024-04-23,2024-10-04,167.27
1305,344,4G,2023-05-27,2024-04-19,148.15
1306,4771,Prepaid,2023-04-19,2023-08-01,278.92
1307,3441,5G,2023-05-23,2024-02-29,171.76
1308,983,Postpaid,2023-05-22,2023-11-22,111.34
1309,1413,Postpaid,2022-09-27,2022-11-10,263.64
1310,2105,4G,2023-12-01,2024-11-15,167.42
1311,2094,4G,2024-01-03,2024-04-27,52.54
1312,2640,4G,2022-12-05,2023-02-11,94.78
1313,4502,4G,2022-12-08,2023-01-09,138.6
1314,2460,Prepaid,2022-11-14,2023-02-21,60.69
1315,3116,Postpaid,2024-03-12,2024-12-08,71.36
1316,518,5G,2023-12-30,2024-09-04,186.05
1317,3528,4G,2022-07-04,2023-01-02,176.53
1318,4401,Prepaid,2023-08-26,2024-05-19,61.47
1319,1454,5G,2024-04-21,2025-03-09,87.31
1320,2001,Postpaid,2023-03-31,2023-08-06,121.1
1321,585,Postpaid,2023-01-24,2023-10-05,94.5
1322,3024,Postpaid,2023-09-28,2024-02-24,135.05
1323,4607,Prepaid,2023-04-21,2023-10-03,245.62
1324,504,5G,2023-08-28,2023-10-26,283.03
1325,744,5G,2023-12-21,2024-04-04,285.9
1326,1516,4G,2023-04-04,2023-12-15,254.73
1327,4817,4G,2023-02-21,2024-01-17,259.55
1328,1058,5G,2023-03-26,2023-05-27,280.65
1329,1374,4G,2023-05-16,2024-05-04,116.76
1330,397,Prepaid,2022-07-02,2022-08-21,71.39
1331,670,5G,2023-01-07,2023-03-01,196.1
1332,452,4G,2024-02-07,2024-12-31,160.06
1333,2469,Postpaid,2022-10-09,2023-09-16,143.22
1334,3949,5G,2023-12-17,2024-07-12,284.68
1335,4340,Prepaid,2023-02-21,2024-01-03,81.51
1336,497,4G,2022-11-18,2023-08-17,195.57
1337,3343,4G,2023-06-12,2023-10-30,210.59
1338,2318,5G,2024-04-14,2024-06-05,126.1
1339,3229,Postpaid,2024-03-04,2024-07-17,274.59
1340,3487,Prepaid,2023-11-07,2024-11-04,252.75
1341,1481,5G,2023-07-28,2024-07-16,146.72
1342,7,5G,2023-11-20,2024-02-19,219.74
1343,3676,5G,2022-09-06,2023-04-14,77.75
1344,2005,4G,2023-05-29,2024-03-02,135.88
1345,248,Prepaid,2024-01-18,2024-09-15,288.47
1346,2597,Prepaid,2022-11-27,2023-05-07,289.67
1347,3610,Postpaid,2022-07-06,2023-05-22,253.29
1348,4240,Prepaid,2023-01-01,2023-07-28,81.29
1349,3195,5G,2022-10-21,2023-09-11,244.45
1350,3470,4G,2023-05-21,2024-03-03,188.23
1351,698,4G,2023-07-27,2024-02-19,153.45
1352,182,4G,2024-05-20,2024-10-05,214.47
1353,4503,Postpaid,2022-11-11,2023-08-05,267.29
1354,2250,4G,2023-02-10,2023-12-15,150.38
1355,419,5G,2023-11-15,2024-06-03,180.09
1356,3687,Postpaid,2024-01-22,2024-08-26,201.43
1357,3136,4G,2023-06-05,2023-12-03,232.47
1358,1251,Prepaid,2023-12-14,2024-02-06,82.34
1359,4858,5G,2023-01-31,2023-03-07,197.43
1360,4798,Postpaid,2024-01-24,2024-06-12,166.52
1361,4630,Prepaid,2022-07-07,2023-02-07,288.33
1362,848,Prepaid,2023-03-21,2023-07-30,192.6
1363,3443,5G,2024-05-29,2025-01-16,258.3
1364,3490,4G,2022-10-09,2023-08-25,70.05
1365,2250,5G,2023-10-18,2024-07-17,188.6
1366,1081,5G,2023-05-02,2023-07-02,157.51
1367,3462,Postpaid,2024-05-26,2024-12-30,236.04
1368,4710,4G,2023-01-01,2023-11-06,118.37
1369,543,Postpaid,2023-03-17,2023-05-13,66.57
1370,2970,4G,2024-02-10,2024-11-20,206.55
1371,349,Prepaid,2022-11-14,2023-09-24,244.09
1372,3391,Prepaid,2022-10-03,2023-05-09,94.05
1373,1401,5G,2022-09-15,2023-06-30,158.71
1374,4707,Postpaid,2022-07-19,2022-09-22,274.35
1375,4965,Postpaid,2023-04-30,2023-12-09,187.58
1376,4057,Postpaid,2024-04-27,2024-09-12,164.42
1377,149,5G,2024-02-05,2024-10-29,238.94
1378,2155,Prepaid,2023-10-10,2023-12-29,270.15
1379,1083,Postpaid,2024-01-28,2024-12-20,65.63
1380,3629,4G,2022-08-07,2022-09-14,54.5
1381,4831,Postpaid,2022-08-18,2023-01-13,104.63
1382,867,Postpaid,2023-12-04,2024-11-01,181.32
1383,1192,5G,2023-11-20,2024-03-17,87.48
1384,672,4G,2022-10-29,2023-08-10,161.39
1385,18,4G,2024-03-07,2024-09-10,161.61
1386,694,4G,2022-07-18,2023-04-05,257.09
1387,1068,Prepaid,2024-04-06,2024-07-09,280.27
1388,2065,4G,2023-05-21,2023-11-25,166.18
1389,3126,5G,2022-06-19,2022-11-10,239.95
1390,189,Prepaid,2022-09-14,2023-07-26,55.72
1391,3762,Prepaid,2024-05-29,2024-07-04,160.1
1392,1995,Postpaid,2022-08-02,2023-02-18,240.27
1393,3399,Prepaid,2023-03-09,2023-09-15,110.72
1394,3707,4G,2023-12-04,2024-07-11,150.66
1395,1179,Postpaid,2024-03-15,2024-04-30,217.02
1396,1448,4G,2023-11-28,2024-07-30,162.95
1397,2762,5G,2023-08-01,2024-04-21,158.15
1398,3407,5G,2022-06-18,2022-12-01,251.48
1399,283,5G,2023-11-29,2024-06-20,179.42
1400,2377,4G,2024-04-21,2024-07-27,52.67
1401,597,4G,2022-09-16,2023-04-03,285.5
1402,550,Prepaid,2022-08-11,2023-01-28,243.35
1403,1843,4G,2022-11-28,2023-03-02,109.98
1404,188,4G,2024-06-06,2024-12-13,81.48
1405,3530,5G,2022-09-12,2022-12-10,255.97
1406,3756,Prepaid,2023-09-17,2024-05-27,172.52
1407,3668,5G,2022-06-22,2022-08-12,207.65
1408,3604,Prepaid,2022-11-10,2023-09-04,227.38
1409,3414,5G,2022-11-21,2023-07-18,259.03
1410,2156,5G,2022-12-22,2023-01-23,154.33
1411,1637,Prepaid,2023-08-21,2024-03-05,79.8
1412,3284,4G,2023-11-07,2024-05-30,252.62
1413,3601,4G,2022-10-03,2023-03-31,142.75
1414,301,5G,2023-10-14,2024-02-29,153.72
1415,3777,Prepaid,2023-02-25,2023-11-21,273.42
1416,4266,Prepaid,2023-01-23,2023-04-03,221.7
1417,1786,5G,2023-07-31,2023-10-31,160.81
1418,2694,4G,2023-05-28,2024-05-12,228.5
1419,2795,4G,2024-02-28,2024-11-22,166.77
1420,2361,5G,2024-04-25,2024-10-03,53.05
1421,2426,4G,2023-01-01,2023-11-26,163.42
1422,3834,Postpaid,2022-07-09,2023-06-29,123.82
1423,1361,Prepaid,2023-10-09,2024-08-15,219.26
1424,514,Prepaid,2022-08-19,2022-09-20,274.52
1425,1126,Prepaid,2022-06-21,2022-08-21,253.52
1426,3521,5G,2023-04-23,2023-09-20,70.85
1427,2507,5G,2023-04-12,2023-07-28,281.5
1428,1455,4G,2023-04-23,2024-02-04,81.94
1429,2580,Prepaid,2022-11-20,2023-02-10,125.62
1430,2392,Prepaid,2022-08-28,2022-10-25,219.26
1431,2426,5G,2023-05-14,2023-06-30,165.53
1432,4960,4G,2023-11-27,2024-09-25,169.06
1433,1221,5G,2023-10-10,2024-02-28,226.71
1434,335,4G,2024-03-01,2024-05-04,221.52
1435,1661,Postpaid,2023-12-02,2024-04-03,100.64
1436,4958,4G,2022-07-02,2023-05-14,83.02
1437,2545,4G,2023-12-04,2024-11-07,240.88
1438,4543,4G,2023-08-04,2024-01-22,150.07
1439,4309,Postpaid,2023-07-13,2024-06-18,172.51
1440,2959,5G,2024-03-08,2024-06-29,143.22
1441,3752,5G,2024-04-28,2024-08-05,155.12
1442,320,5G,2022-09-24,2023-09-18,262.44
1443,4980,Postpaid,2023-05-11,2023-07-16,73.32
1444,4009,Prepaid,2023-12-15,2024-05-31,240.42
1445,3416,Prepaid,2024-03-24,2024-09-07,247.87
1446,422,Prepaid,2022-11-08,2023-02-20,50.26
1447,2515,5G,2023-10-03,2024-07-14,202.66
1448,1777,5G,2022-07-06,2022-12-04,132.92
1449,4455,5G,2024-03-25,2024-12-25,59.68
1450,1598,Postpaid,2024-02-17,2024-07-20,237.55
1451,3578,4G,2023-05-18,2023-09-09,280.79
1452,1729,Postpaid,2023-04-16,2023-08-07,86.16
1453,31,Postpaid,2024-02-16,2024-04-06,254.35
1454,1958,Prepaid,2022-11-01,2023-04-08,64.52
1455,4273,4G,2022-12-23,2023-05-30,241.72
1456,1584,Postpaid,2022-09-03,2023-08-13,143.66
1457,3080,4G,2024-04-15,2025-01-16,119.81
1458,3353,5G,2023-02-26,2023-12-17,219.06
1459,3608,5G,2022-08-24,2023-03-22,130.21
1460,1979,Prepaid,2023-02-25,2024-02-18,278.44
1461,902,Prepaid,2022-11-16,2023-08-19,107.22
1462,574,4G,2023-02-26,2023-08-11,91.79
1463,4669,5G,2022-12-28,2023-11-26,56.17
1464,1352,Postpaid,2022-12-09,2023-09-10,199.93
1465,3157,4G,2023-12-05,2024-02-11,98.04
1466,1488,Postpaid,2023-07-26,2023-09-26,124.17
1467,623,Postpaid,2023-12-31,2024-02-29,106.02
1468,2897,5G,2023-08-27,2024-01-28,163.69
1469,4248,Postpaid,2023-11-04,2024-10-19,125.92
1470,2576,Prepaid,2023-03-15,2024-02-26,111.83
1471,444,Prepaid,2023-02-23,2024-01-24,233.56
1472,4454,5G,2023-04-17,2023-07-14,108.95
1473,558,Prepaid,2023-09-13,2024-04-23,123.96
1474,3290,5G,2023-08-26,2024-04-21,84.94
1475,4138,Prepaid,2024-05-28,2025-02-24,262.53
1476,4491,4G,2022-07-03,2022-09-09,110.53
1477,918,Prepaid,2023-05-29,2023-09-09,61.15
1478,3427,4G,2023-01-06,2023-09-05,274.56
1479,1907,Postpaid,2024-01-07,2024-07-14,129.22
1480,4610,4G,2022-09-16,2023-08-07,137.09
1481,2030,Prepaid,2024-03-09,2024-07-24,202.69
1482,2203,4G,2023-07-13,2023-11-03,90.22
1483,905,4G,2024-02-11,2024-04-28,139.52
1484,2691,5G,2024-01-01,2024-09-16,60.27
1485,3487,Prepaid,2023-05-14,2023-08-30,235.56
1486,266,Postpaid,2023-08-11,2023-11-06,144.34
1487,3686,Prepaid,2023-11-22,2024-08-05,244.47
1488,2467,5G,2022-07-29,2023-02-17,183.84
1489,3517,Prepaid,2024-02-11,2024-06-28,58.29
1490,569,5G,2023-08-20,2024-05-30,274.99
1491,4146,5G,2023-02-05,2023-12-03,210.52
1492,2095,Postpaid,2022-10-18,2023-02-21,199.82
1493,3904,5G,2022-12-18,2023-07-07,87.15
1494,4525,Postpaid,2022-09-30,2023-05-18,85.9
1495,3453,Prepaid,2023-06-11,2024-04-04,207.69
1496,4955,Postpaid,2023-07-06,2024-02-16,291.24
1497,323,5G,2023-01-31,2023-11-21,178.64
1498,2129,4G,2023-11-14,2024-04-24,59.69
1499,2555,4G,2023-06-19,2024-05-22,200.04
1500,1496,5G,2024-04-15,2024-10-05,143.69
1501,2036,Postpaid,2023-12-09,2024-09-25,62.26
1502,1129,4G,2024-05-10,2024-06-18,109.35
1503,1738,4G,2022-11-21,2023-07-05,180.09
1504,3048,Postpaid,2023-08-28,2024-06-02,97.95
1505,3489,Postpaid,2023-03-11,2023-04-10,106.48
1506,2186,4G,2023-10-30,2024-07-07,189.06
1507,4881,Postpaid,2022-12-24,2023-02-08,190.18
1508,1645,4G,2023-03-30,2024-02-26,93.76
1509,1327,Prepaid,2022-07-06,2023-06-18,101.7
1510,31,5G,2022-12-07,2023-06-11,173.52
1511,4789,Postpaid,2023-03-17,2023-11-16,238.36
1512,2940,Prepaid,2023-08-11,2024-06-20,79.27
1513,3882,Postpaid,2023-11-28,2024-06-03,175.17
1514,4015,Postpaid,2023-06-23,2024-06-12,98.55
1515,2822,Postpaid,2024-01-09,2024-11-01,202.86
1516,58,5G,2023-10-18,2024-08-13,293.6
1517,1137,4G,2022-11-25,2023-08-06,232.93
1518,87,5G,2024-02-15,2024-12-04,135.56
1519,1262,5G,2022-12-14,2023-10-10,190.34
1520,4736,4G,2022-12-06,2023-06-30,225.35
1521,718,4G,2023-06-27,2024-03-20,82.11
1522,2203,Prepaid,2023-09-07,2024-06-11,160.28
1523,3594,4G,2022-11-15,2023-10-03,146.4
1524,906,4G,2023-07-10,2024-06-08,162.59
1525,281,Prepaid,2022-10-15,2023-06-02,275.11
1526,1267,Prepaid,2023-05-27,2024-03-12,202.94
1527,4666,Prepaid,2023-03-27,2023-11-29,266.16
1528,212,Prepaid,2024-06-10,2025-03-06,174.94
1529,3924,4G,2023-05-20,2023-11-12,220.38
1530,1976,Prepaid,2022-10-29,2022-12-08,219.3
1531,1278,4G,2024-04-09,2024-08-15,290.92
1532,2681,5G,2023-07-26,2024-04-21,258.02
1533,4856,Postpaid,2023-10-01,2023-11-17,275.64
1534,2381,5G,2024-02-15,2024-11-12,224.66
1535,4222,Postpaid,2023-12-11,2024-11-28,75.63
1536,4887,4G,2022-09-23,2022-11-05,237.8
1537,4027,Prepaid,2022-07-10,2022-08-29,182.59
1538,3560,Postpaid,2024-06-05,2025-02-01,113.31
1539,2134,Postpaid,2023-08-15,2024-08-13,107.75
1540,52,4G,2024-04-02,2025-01-02,156.89
1541,3108,Postpaid,2024-03-31,2024-11-11,131.62
1542,1907,4G,2022-11-24,2023-11-06,141.26
1543,2719,5G,2022-07-20,2023-07-07,265.38
1544,3970,4G,2022-11-06,2023-10-15,72.6
1545,1570,4G,2023-12-10,2024-06-17,296.33
1546,2439,Postpaid,2024-06-01,2024-07-09,293.28
1547,4853,5G,2023-06-30,2023-12-14,109.79
1548,288,5G,2022-10-20,2023-05-01,62.77
1549,947,Postpaid,2022-12-20,2023-09-03,81.38
1550,3595,5G,2024-01-07,2024-02-10,171.4
1551,4541,5G,2023-10-24,2024-10-01,247.37
1552,1931,5G,2022-07-18,2023-05-31,105.44
1553,2035,Prepaid,2024-05-24,2024-11-16,231.87
1554,2644,Prepaid,2023-04-12,2024-01-22,218.08
1555,3648,Postpaid,2023-03-03,2023-08-02,62.3
1556,2206,5G,2024-05-20,2024-10-13,227.6
1557,1180,Postpaid,2024-04-30,2025-01-16,256.94
1558,3147,Prepaid,2022-09-16,2023-06-02,196.75
1559,2561,Postpaid,2023-01-22,2023-07-01,87.01
1560,2565,Postpaid,2024-05-14,2024-09-27,113.42
1561,1147,5G,2022-11-04,2023-02-28,294.19
1562,2012,Prepaid,2023-07-04,2024-06-27,139.84
1563,2273,Postpaid,2024-02-13,2024-04-01,267.68
1564,3335,Prepaid,2022-08-26,2022-11-21,275.03
1565,1233,4G,2024-04-14,2024-10-01,189.2
1566,988,5G,2024-04-09,2024-12-18,133.49
1567,3882,5G,2023-06-16,2024-03-22,270.24
1568,3582,Postpaid,2022-07-22,2023-01-07,270.85
1569,1120,Postpaid,2023-12-13,2024-11-30,290.2
1570,4270,5G,2023-01-11,2023-02-24,291.15
1571,2364,5G,2023-04-23,2024-03-31,262.75
1572,749,Postpaid,2022-11-23,2023-05-12,222.4
1573,505,4G,2023-09-21,2024-03-02,264.61
1574,2529,Prepaid,2024-03-14,2024-11-14,295.54
1575,4065,5G,2024-04-24,2025-03-02,234.85
1576,849,Prepaid,2022-11-28,2023-03-03,293.97
1577,3482,4G,2024-01-01,2024-04-08,278.91
1578,3153,Postpaid,2023-01-25,2023-08-19,239.0
1579,622,4G,2023-07-15,2023-10-29,288.63
1580,4182,Prepaid,2022-11-27,2023-10-11,117.24
1581,651,Postpaid,2023-08-11,2023-10-29,147.89
1582,3636,Prepaid,2022-12-05,2023-03-03,219.64
1583,3603,4G,2022-12-03,2023-02-02,52.98
1584,2344,4G,2023-03-17,2023-06-17,296.63
1585,4042,4G,2023-02-05,2023-11-25,200.45
1586,970,5G,2023-05-12,2024-01-29,86.53
1587,1833,Prepaid,2024-04-03,2024-09-09,78.19
1588,4187,4G,2024-01-01,2024-06-18,207.11
1589,302,5G,2022-07-31,2022-10-16,94.02
1590,3891,4G,2022-07-06,2023-05-06,115.4
1591,68,Prepaid,2024-06-08,2025-03-02,201.92
1592,3770,5G,2023-01-09,2023-09-16,85.18
1593,2618,4G,2022-12-25,2023-05-18,135.89
1594,4595,Prepaid,2023-11-19,2024-03-27,122.28
1595,4794,5G,2022-08-27,2022-12-25,204.99
1596,3723,Postpaid,2023-08-24,2023-11-24,239.76
1597,4482,5G,2024-02-05,2024-12-23,144.61
1598,4957,Postpaid,2023-12-17,2024-12-10,131.36
1599,4976,Postpaid,2023-12-01,2024-08-26,147.75
1600,1648,Prepaid,2022-12-25,2023-07-10,180.82
1601,1214,4G,2022-10-06,2023-07-18,112.3
1602,2599,5G,2024-06-03,2024-12-10,124.9
1603,892,Prepaid,2024-05-28,2025-02-28,165.45
1604,2900,Prepaid,2023-02-21,2023-12-09,106.36
1605,1701,4G,2024-02-16,2024-11-22,225.29
1606,4372,Prepaid,2023-12-07,2024-02-14,64.53
1607,3577,Postpaid,2023-03-01,2023-04-03,280.71
