complaint_id,customer_id,complaint_type,description,complaint_date,resolved
738,3755,coverage,Value same scene unit.,2024-09-26,unresolved
739,4730,coverage,War road side sort choose such trouble.,2025-04-23,no
740,2383,billing,Affect country where more.,2025-01-25,yes
741,4005,network,Million address cost may.,2025-04-27,no
742,414,billing,Small class center good mean morning window easy.,2025-03-28,unresolved
743,4758,billing,Support professor say source sit have side western.,2024-09-27,yes
744,3095,network,,2024-10-09,yes
745,1066,internet,Stop role property detail.,2025-01-02,resolved
746,4425,internet,Personal out seek left glass.,2025-04-26,unresolved
747,2050,billing,,2024-10-24,no
748,2024,service,Sense station style blue artist describe.,2024-12-13,resolved
749,3705,network,Strategy try write sing performance service partner.,2024-11-04,no
750,2379,coverage,Yes follow large road.,2025-04-04,unresolved
751,2209,network,You reveal avoid benefit agree.,2025-03-03,unresolved
752,4600,network,Sound adult worry star.,2025-05-23,unresolved
753,484,billing,Her turn too many third southern article.,2024-08-31,unresolved
754,2004,network,Compare site I floor after compare investment.,2024-11-02,unresolved
755,3674,coverage,,2024-07-04,yes
756,1572,coverage,Sort church interview deep.,2025-01-08,resolved
757,4196,coverage,Keep picture near may.,2024-12-22,no
758,3575,service,,2024-11-13,yes
759,451,network,Goal price size day her weight up.,2025-02-23,no
760,4117,network,Shake everyone senior too community.,2024-11-29,yes
761,3211,service,Carry great him strategy.,2025-05-08,no
762,2922,billing,Hundred matter name watch technology character perform.,2024-07-21,no
763,2122,coverage,Science hit no fill peace lay.,2024-09-26,no
764,2293,service,Seat industry eye over politics wide necessary entire.,2024-08-14,unresolved
765,4015,coverage,High read set boy.,2025-05-02,resolved
766,98,billing,Mention in color worry practice good above office.,2025-01-01,resolved
767,3556,service,Special international since hotel.,2025-01-21,unresolved
768,3049,billing,Continue phone herself its quickly money appear at.,2024-08-15,unresolved
769,1076,coverage,Past card his stay.,2025-03-07,yes
770,4749,billing,Area friend look budget interest seem market crime.,2025-01-26,unresolved
771,3121,service,Give worker once question trade deep six.,2024-11-24,yes
772,4014,billing,Hope itself cost find hit hair clearly.,2025-04-18,yes
773,1851,network,White wife we weight beyond event if.,2025-04-01,unresolved
774,3286,service,Entire baby project cut information.,2025-01-12,yes
775,4993,service,,2024-08-05,unresolved
776,2322,coverage,Money some meeting heavy.,2025-02-25,no
777,3532,service,Explain wide even.,2025-02-05,no
778,3768,network,Free almost meet either.,2024-10-01,no
779,1796,internet,Thought party much people decide land.,2025-02-07,unresolved
780,1172,coverage,Week reach ball laugh.,2024-07-03,unresolved
781,212,internet,Continue direction health relate all paper.,2024-08-02,yes
782,1204,service,State water money say.,2025-06-10,unresolved
783,2281,coverage,I serious week manager.,2024-12-28,yes
784,411,internet,Grow discuss century.,2024-07-02,resolved
785,4054,internet,Tax political education sing wear on.,2024-10-07,resolved
786,155,network,Oil move around shake.,2025-04-03,no
787,3843,network,,2025-03-30,resolved
788,56,internet,Develop to many listen foreign really coach.,2025-03-21,unresolved
789,175,network,Probably evidence worker spring.,2024-07-28,no
790,3223,network,,2025-01-08,resolved
791,2113,service,,2024-08-22,unresolved
792,4661,network,Explain city least forget central music.,2025-03-14,resolved
793,1348,coverage,Simply top officer.,2024-09-25,resolved
794,245,service,Decade physical now alone hope language.,2024-11-23,no
795,3537,coverage,,2025-06-05,no
796,97,internet,Know but light short whole.,2024-06-22,unresolved
797,4063,service,Get southern wonder provide or attack perform.,2024-08-29,yes
798,3838,billing,Many ask what investment player car soldier.,2024-09-08,resolved
799,4642,internet,Perform memory draw table party.,2025-04-13,resolved
800,4495,network,Fire happen both once from peace.,2024-12-26,resolved
801,795,internet,Long generation them particular high.,2025-02-22,yes
802,4914,internet,Rock end purpose whatever modern former heavy.,2025-01-25,yes
803,2041,billing,Discuss nation become support drop gas.,2025-06-03,yes
804,4734,coverage,Others resource explain force forward these you.,2024-07-25,yes
805,696,service,Stand benefit play right able father.,2025-05-14,resolved
806,439,coverage,Simply paper man mention notice.,2024-11-12,no
807,918,network,Current next among bad build nation.,2025-02-19,no
808,1949,coverage,Whether able wide lose.,2024-08-07,yes
809,639,internet,,2025-04-09,yes
810,3556,network,Term group them have sometimes.,2025-06-03,no
811,660,network,Know book without arrive former mean blood.,2025-05-17,yes
812,4269,coverage,Stand beyond real.,2025-01-29,no
813,242,billing,Career window ten government citizen event.,2025-06-08,no
814,729,service,Present within boy probably when call.,2025-01-03,resolved
815,4506,coverage,Idea we him fund person bed.,2024-08-13,no
816,2117,coverage,Nature ask factor form.,2024-12-31,resolved
817,1350,coverage,Others upon threat up prepare suddenly some goal.,2024-09-01,no
818,1420,internet,Free various sometimes ground article kind time poor.,2025-03-26,no
819,509,service,Even six watch prepare.,2025-06-01,no
820,3853,billing,Fish nation bed five easy.,2024-12-09,unresolved
821,4487,network,Show shoulder there unit fly.,2024-10-06,resolved
822,1335,coverage,,2025-01-08,no
823,945,internet,Less agent performance lawyer theory understand environmental.,2024-11-15,yes
824,4316,network,Coach without American audience choice democratic.,2025-06-14,resolved
825,3020,internet,Model yeah floor hit five ask.,2025-03-21,no
826,566,network,Off main military.,2024-10-29,yes
827,2549,service,Bag budget reason develop.,2025-03-19,no
828,1581,billing,Happy word meet reality can base owner.,2024-10-05,no
829,2151,internet,Response current collection heavy play.,2025-01-26,no
830,230,coverage,Side sit reason time economy.,2024-08-17,no
831,3031,billing,Collection natural spend where.,2025-06-11,yes
832,1997,network,This scene water article pattern federal discuss.,2024-07-22,yes
833,1793,internet,Agreement require middle model amount see eye build.,2025-03-09,unresolved
834,669,billing,Outside reach close term administration beat store.,2024-06-22,resolved
835,2163,coverage,Lead let yet service put education here sport.,2024-10-30,no
836,159,network,Upon act fall interesting civil direction house.,2025-02-18,unresolved
837,3726,service,Spring impact mean build tend race.,2025-06-11,resolved
838,3181,coverage,None option wrong rule yeah sport debate describe.,2025-01-25,unresolved
839,2288,service,Impact almost hotel central education decide.,2024-08-06,no
840,2917,network,Who company little possible my issue.,2024-09-15,no
841,1800,network,Between at heavy candidate argue.,2024-08-19,unresolved
842,4290,internet,Memory could like professor build.,2024-12-16,resolved
843,3862,coverage,Hair hundred take imagine.,2025-05-25,no
844,2806,internet,Up catch feel responsibility.,2025-05-01,unresolved
845,4143,billing,Exactly pay forward choice.,2025-04-23,no
846,4852,internet,Shoulder remain suggest offer weight nature best road.,2024-08-31,yes
847,131,service,Day election everybody piece difference.,2025-04-29,yes
848,2921,billing,Central us worry hit manager soldier first.,2025-04-27,unresolved
849,3794,service,How contain occur.,2025-03-13,no
850,2970,internet,Hour ball provide yes consider heavy.,2025-03-01,yes
851,1398,coverage,Blue seven partner old realize risk glass this.,2024-12-06,no
852,1730,coverage,Foreign listen each right statement beyond with.,2025-02-22,yes
853,257,billing,,2025-02-22,yes
854,4327,service,Take season religious film.,2025-04-03,unresolved
855,2324,coverage,Citizen environmental last perform daughter name fall artist.,2025-03-05,no
856,2356,coverage,,2025-03-03,no
857,3721,internet,,2024-08-19,yes
858,986,service,Away down magazine part fine improve.,2024-11-10,yes
859,948,network,When fear imagine response easy see contain.,2025-01-04,no
860,3695,billing,Break win piece smile dream.,2025-02-22,no
861,1047,internet,Capital dog do poor management actually less network.,2024-10-02,yes
862,390,internet,Expect wind decade.,2024-06-17,unresolved
863,3484,service,Paper animal local far too expert expert.,2024-08-21,no
864,220,service,Free type staff develop institution but ability.,2024-12-26,no
865,601,internet,Film of bill quite anything night market.,2024-12-19,yes
866,652,coverage,Attack run change modern create PM.,2025-02-19,resolved
867,2804,internet,Number focus network if particular factor yes laugh.,2024-12-28,unresolved
868,3244,billing,Represent water how.,2024-11-21,unresolved
869,3508,service,Again major attack evidence.,2025-04-11,no
870,4635,coverage,Receive participant provide choose rock successful fast.,2025-04-08,unresolved
871,2863,billing,Specific buy develop meeting major out.,2025-03-08,yes
872,4844,internet,Capital who for according pattern magazine.,2024-07-08,resolved
873,4052,billing,Analysis myself bit institution hot.,2025-01-29,yes
874,752,network,Picture behind should energy.,2024-06-24,no
875,135,coverage,Where option five benefit attention imagine.,2024-10-25,yes
876,4890,internet,Perhaps report public push.,2025-01-25,resolved
877,3131,service,Evening money local space thing by soldier.,2024-12-08,no
878,386,billing,Chair young able art.,2024-10-06,yes
879,3052,service,Institution spend where individual purpose.,2024-07-15,unresolved
880,1612,billing,Magazine assume best music dream appear expect candidate.,2024-09-28,yes
881,3136,service,Skill dark pattern kitchen.,2024-08-30,resolved
882,3414,coverage,,2025-03-27,unresolved
883,1233,service,Message tend consider.,2024-07-25,no
884,4406,billing,Wait eight whole senior.,2025-04-30,yes
885,4821,billing,Letter three sign surface.,2025-05-28,resolved
886,95,billing,Short cultural resource quite.,2024-08-24,yes
887,4186,service,Represent concern those lay federal second.,2024-11-13,unresolved
888,4063,network,Toward policy focus.,2025-04-06,unresolved
889,563,network,Drug factor yes development president voice oil.,2024-06-25,resolved
890,3973,network,Capital police three method organization protect television.,2024-08-29,yes
891,1415,coverage,Nearly at which morning popular people.,2025-03-14,yes
892,2689,billing,Couple around task house nature.,2024-11-09,resolved
893,2479,coverage,Need their kind as cause point.,2024-07-30,unresolved
894,4572,internet,Good Congress meeting mind third.,2025-01-14,no
895,2329,billing,,2024-11-26,yes
896,3589,service,Wall seat tax last fire western.,2025-05-18,no
897,2744,network,Speech low focus discussion white before.,2024-10-01,no
898,3788,billing,Involve mind commercial hope end.,2024-12-28,resolved
899,2296,network,City imagine research modern find firm past.,2025-02-09,yes
900,3009,coverage,Probably western artist return least.,2025-03-05,unresolved
901,3841,network,Accept alone from as fly technology beautiful.,2024-06-27,no
902,2734,coverage,Player participant black the from fine small.,2025-04-05,no
903,3222,coverage,,2025-01-08,no
904,2280,network,New common discuss whether nature mean.,2024-09-04,no
905,4056,network,Blue we safe business law TV management.,2025-03-10,no
906,4774,billing,Door trouble various box hit.,2025-02-07,no
907,3877,internet,Dark hard leave allow system others agent threat.,2024-09-05,resolved
908,4657,coverage,Energy customer sometimes bill.,2024-09-20,no
909,79,network,Edge same amount claim.,2024-11-13,unresolved
910,1618,billing,Where after interesting minute.,2025-01-16,resolved
911,4851,service,Something record final walk mention receive.,2024-09-16,yes
912,633,service,Difficult know strong single.,2024-08-07,no
913,1406,network,Doctor why think else democratic teacher worry.,2025-04-18,yes
914,4547,service,Subject fast dark be president.,2025-04-11,no
915,1291,billing,View daughter rich.,2024-12-12,yes
916,2939,coverage,,2025-06-14,yes
917,1824,internet,Listen their mind year natural increase international.,2024-08-17,no
918,3798,service,Trip I allow if move both from.,2025-02-09,no
919,4541,network,What soon significant travel family job page name.,2024-07-14,yes
920,3741,billing,Without moment language team issue.,2024-08-22,unresolved
921,2729,billing,Trial field drive billion laugh hair action.,2024-09-03,resolved
922,1086,coverage,Language treat two career specific.,2024-09-24,yes
923,4281,service,Another population provide positive myself.,2024-11-02,resolved
924,1589,service,Lead course culture stage force detail community.,2025-03-15,yes
925,1215,coverage,Participant though bag mother.,2024-09-22,yes
926,489,network,Scientist trip door leader on these arm recognize.,2025-03-31,yes
927,2284,service,Behind before true either both answer government mean.,2025-03-31,resolved
928,3810,network,Majority race nor film rule.,2025-02-15,no
929,2102,internet,Public different million another natural body.,2025-03-23,no
930,2106,service,Source forget third talk ready media.,2025-03-27,resolved
931,1494,internet,Here Democrat study.,2024-08-23,unresolved
932,1919,coverage,State tax blue new recently lay.,2024-10-16,no
933,1020,network,Foreign security picture natural international environment treatment leader.,2025-01-09,yes
934,4614,network,,2025-04-09,yes
935,3478,coverage,Factor provide laugh begin fine.,2025-05-31,unresolved
936,3153,coverage,Step respond argue however interview.,2025-04-30,resolved
937,220,internet,Some poor ball market simply or agree simply.,2024-07-13,no
938,3087,coverage,,2024-09-30,yes
939,3689,internet,Drug under note prepare yourself woman.,2024-09-13,no
940,242,network,Social under enough radio month drug design.,2024-06-30,yes
941,1718,coverage,Sure treatment wonder while.,2024-10-13,yes
942,1004,billing,Down toward report operation long current room field.,2025-02-10,yes
943,4413,internet,Successful also where year carry.,2025-03-28,yes
944,763,service,,2024-10-27,resolved
945,1072,network,,2024-11-21,no
946,4650,coverage,Best leg break appear.,2025-02-26,unresolved
947,1118,service,Company center might already movie field agency.,2025-06-07,no
948,2849,service,Affect similar present just product tree.,2025-04-09,no
949,363,billing,,2025-06-13,unresolved
950,3222,coverage,Seek vote field gas health.,2025-05-20,unresolved
951,3942,service,Recently end north ask red knowledge rise.,2024-08-04,yes
952,836,network,Great cell education him blue land.,2024-07-26,resolved
953,4867,billing,Television sell drug else society seem how particularly.,2024-08-03,unresolved
954,3273,service,These instead store right instead along these.,2025-02-26,yes
955,4578,coverage,General into they receive add.,2024-12-24,unresolved
956,1135,internet,Audience special opportunity her rate result.,2025-01-12,resolved
957,1002,internet,Gun note assume entire her sometimes.,2024-12-02,resolved
958,2170,internet,Industry staff explain me scene garden page.,2024-07-15,resolved
959,4182,service,Themselves policy to couple notice sea rule these.,2025-04-26,yes
960,1931,service,,2025-04-25,yes
961,245,coverage,Talk direction discuss bag.,2024-11-09,no
962,3653,service,House receive evening city option anything.,2024-09-24,no
963,140,internet,,2024-12-27,yes
964,4405,coverage,,2025-01-09,yes
965,4806,billing,Resource choose day your east.,2024-10-27,no
966,4427,network,Compare appear visit I couple help subject other.,2024-11-27,no
967,3356,internet,Arm record war factor blue culture.,2024-07-23,yes
968,2547,billing,Set administration create example share.,2025-02-13,yes
969,2696,service,Manager be phone his build together.,2024-10-20,yes
970,984,internet,Whatever through moment stock more role court ever.,2025-04-07,resolved
971,1178,internet,Vote financial war store subject.,2025-03-05,yes
972,4069,coverage,Find enter who sort real form clear.,2024-07-13,yes
973,2732,internet,About total treat.,2024-08-04,yes
974,1007,billing,Morning quite blood event population.,2024-06-24,yes
975,1090,internet,Teach reach air baby official threat we.,2024-08-27,no
976,890,billing,Listen own pick along particularly in order.,2025-03-03,resolved
977,1072,billing,Deal into each radio create very large.,2025-02-20,resolved
978,833,service,Mother idea culture you politics federal.,2024-08-04,no
979,402,service,Share rate free standard sing never.,2024-08-17,no
980,3312,service,Just growth sing project statement right season.,2025-03-31,unresolved
981,2231,service,Seem wish less term everything society teach.,2025-03-13,yes
982,3898,billing,Memory remember institution a.,2024-12-08,resolved
983,1262,coverage,Collection spring character final church.,2025-01-27,no
984,816,network,Couple know executive method garden door of.,2024-11-12,yes
985,3887,coverage,,2024-06-30,yes
986,1377,billing,Hundred look middle five newspaper rich whatever mind.,2025-01-19,yes
987,4959,network,Appear want enjoy white truth compare.,2025-04-20,resolved
988,484,internet,Smile learn point less many environment exist.,2025-03-14,unresolved
989,987,service,Religious player newspaper hundred market specific where health.,2025-06-07,unresolved
990,199,service,However get discover Mrs start hold trial apply.,2025-06-07,yes
991,2140,billing,Stop raise rest offer.,2025-04-03,unresolved
992,781,internet,Region power successful past president.,2025-04-10,resolved
993,2849,network,Approach business young just piece computer drop.,2024-07-01,no
994,3383,coverage,Fill market big.,2025-05-10,unresolved
995,4994,service,,2025-02-27,unresolved
996,3731,billing,Concern during director much us public buy.,2024-07-15,unresolved
997,1729,internet,Thank seek tonight deep somebody.,2024-10-10,no
998,375,billing,Shoulder education trade lot change during important.,2025-05-02,unresolved
999,1111,internet,Difficult boy song difficult its whether organization.,2025-04-13,no
1000,442,billing,Lawyer stuff human have really structure.,2025-05-07,yes
1001,2398,network,Fast significant even amount generation human.,2024-10-23,no
1002,1331,internet,Even magazine dream analysis anyone deep.,2025-04-28,yes
1003,4793,network,Maintain professor any act.,2025-03-24,resolved
1004,2752,internet,Million right beat more.,2025-04-29,unresolved
1005,53,network,Treat figure address go by.,2025-03-25,yes
1006,934,coverage,Black reality increase big piece identify.,2025-03-09,no
1007,1392,network,Admit college quality single military how perhaps enjoy.,2024-10-08,resolved
1008,4985,network,Top situation social provide few.,2025-04-03,resolved
1009,3527,billing,Simple vote game.,2025-05-12,unresolved
1010,4581,network,Break pay all music accept.,2025-04-15,no
1011,4217,internet,Represent anything magazine ago.,2024-10-29,no
1012,4334,internet,,2025-06-17,resolved
1013,2042,coverage,Possible after across individual sea yourself research.,2024-10-16,unresolved
1014,4809,coverage,Serve second behavior nothing best quite safe public.,2025-06-13,unresolved
1015,2556,service,Important forward probably perhaps happen including.,2025-03-30,unresolved
1016,1938,service,Film all moment event reason.,2024-11-19,unresolved
1017,4642,service,Huge success building four might condition history.,2025-04-24,yes
1018,2124,network,South she down involve.,2024-08-15,unresolved
1019,2295,coverage,Manage notice every car standard when director.,2025-01-12,yes
1020,1281,billing,World beautiful relate break according any officer.,2024-10-09,unresolved
1021,4202,internet,Soldier audience us sound kid.,2024-10-19,yes
1022,2571,service,Sometimes office increase when firm money today.,2024-09-13,resolved
1023,2727,service,Maybe current stage policy.,2024-08-11,unresolved
1024,2307,network,Certain always down risk care number none cultural.,2025-01-19,unresolved
1025,2763,coverage,Paper just past information read.,2024-08-01,resolved
1026,143,coverage,Coach Mr seek too week candidate sure generation.,2024-12-17,resolved
1027,1128,internet,Race item grow still talk.,2025-05-23,no
1028,1449,network,Rock difference more instead else.,2024-07-17,unresolved
1029,1639,billing,Respond candidate necessary sometimes also model place.,2024-07-10,no
1030,1358,service,Over painting cell actually.,2024-08-31,yes
1031,2402,internet,Wonder husband camera eight hundred against help mother.,2024-08-23,unresolved
1032,2016,billing,Oil focus hear environmental type.,2024-11-30,unresolved
1033,1674,internet,Recent produce those stop.,2025-05-16,yes
1034,1645,service,Wife authority group machine daughter.,2025-06-02,no
1035,3872,service,Always why action space financial final.,2024-09-06,unresolved
1036,3754,internet,Walk relationship just soldier her drop wish.,2024-09-19,unresolved
1037,1600,billing,,2024-07-27,resolved
1038,2400,billing,Improve story wear around themselves could generation.,2024-12-02,resolved
1039,1016,coverage,,2024-07-20,yes
1040,3650,coverage,Garden bring draw board bad.,2025-05-08,resolved
1041,3285,internet,Available hour item thought usually coach.,2024-11-01,unresolved
1042,191,billing,Always dinner southern reflect despite me.,2024-07-20,resolved
1043,3424,coverage,Night owner popular say central.,2024-10-05,no
1044,1532,service,See woman meeting.,2024-08-23,yes
1045,3188,billing,Across serious right interesting pattern family begin.,2025-02-20,yes
1046,976,service,Company position story majority time.,2024-07-07,unresolved
1047,2313,coverage,Measure child total.,2024-08-24,no
1048,4690,coverage,Sit middle author into.,2024-10-11,unresolved
1049,1378,billing,Notice positive his body.,2024-10-25,yes
1050,1916,coverage,Return brother send clear seek model.,2025-04-29,unresolved
1051,4700,billing,Follow I five mind speech bring American.,2024-11-04,resolved
1052,3070,coverage,Painting number long bank.,2025-05-22,no
1053,1470,billing,Discover pretty response north ahead floor.,2025-02-25,no
1054,4841,coverage,Into knowledge skin animal go resource.,2024-06-22,resolved
1055,4801,service,Other industry successful citizen really difficult.,2025-05-04,no
1056,2780,network,Strong between require financial.,2025-02-05,no
1057,4828,network,For pull sign skill positive many.,2024-09-22,unresolved
1058,4396,coverage,Art upon share force expect.,2025-04-24,resolved
1059,145,coverage,,2025-01-10,yes
1060,3884,internet,Such couple no talk consider.,2025-04-05,yes
1061,3919,internet,Mouth trip himself indeed chance.,2024-08-16,resolved
1062,2895,service,Win bill understand today full.,2024-09-27,resolved
1063,1337,service,Gas involve once prove.,2024-12-16,unresolved
1064,4146,service,Movement city inside morning.,2025-05-15,no
1065,1856,internet,Probably ball ten defense among mouth consider.,2024-12-25,unresolved
1066,1798,service,Beautiful cold month quite key certain.,2024-09-05,unresolved
1067,4831,coverage,Western agent quickly ability general.,2025-05-07,no
1068,1204,service,Popular board staff ahead laugh.,2025-01-21,no
1069,2909,network,Pressure answer coach maintain admit cold.,2024-08-10,resolved
1070,194,network,Music bad tend become PM develop.,2025-02-18,no
1071,1708,network,Everything growth medical there contain population.,2025-04-05,yes
1072,4919,billing,Ahead significant enjoy eight draw.,2025-02-03,yes
1073,1139,network,Choose hard parent between grow together billion.,2025-05-03,unresolved
1074,4546,coverage,Forward let support glass staff or.,2025-05-08,no
1075,1480,internet,Soon out from spend.,2025-05-15,no
1076,1558,coverage,,2025-05-28,unresolved
1077,2214,network,Weight experience it sea government fly address really.,2025-01-20,unresolved
1078,1697,coverage,Energy receive late.,2025-03-20,yes
1079,4705,billing,,2024-08-28,yes
1080,3862,coverage,Himself least avoid cup house.,2024-09-08,resolved
1081,1243,network,Point security win large forward study bag.,2025-03-06,no
1082,2789,service,Believe stage leave.,2024-11-29,unresolved
1083,2784,coverage,Should be who because.,2024-07-19,yes
1084,1712,network,Save possible kind article.,2025-03-22,resolved
1085,2087,billing,Opportunity food give book most marriage state.,2024-06-26,no
1086,1248,billing,Explain relationship science career minute.,2024-12-02,resolved
1087,3370,coverage,Old including visit.,2025-05-30,yes
1088,2166,network,Market east finally perhaps year talk pretty.,2024-07-10,unresolved
1089,3291,internet,Finish hour analysis high.,2025-01-03,resolved
1090,3460,internet,Music color road beat agent later.,2024-07-22,yes
1091,3959,billing,Example network own practice.,2024-12-22,unresolved
1092,4697,billing,Property learn rock fund born.,2025-05-29,unresolved
1093,1987,billing,Development build happen indeed leg available stand authority.,2024-12-06,resolved
1094,523,service,Protect reason him for guy.,2025-01-22,yes
1095,424,coverage,Concern address protect speech election sign.,2025-02-28,no
1096,117,billing,Town number success modern include member.,2024-11-24,resolved
1097,401,coverage,Style whose door itself five camera black.,2024-08-09,resolved
1098,759,coverage,Myself central action list he within.,2025-01-29,yes
1099,2608,service,Whose clear difference cold four.,2025-03-26,yes
1100,3405,internet,Concern challenge do necessary culture ahead begin.,2024-07-13,resolved
1101,220,billing,Table head reflect computer.,2025-02-23,no
1102,2494,service,Visit lawyer thank focus woman whose.,2025-02-27,no
1103,2616,internet,Consumer do employee beat pull first oil.,2024-09-28,unresolved
1104,2756,billing,Democratic cell third just decide.,2024-08-03,unresolved
1105,4869,billing,Close room create when free.,2024-08-24,no
1106,3507,internet,Teacher test animal individual this yes light.,2025-04-11,yes
1107,3185,internet,Ten avoid authority customer friend.,2025-04-02,resolved
1108,4405,internet,Something capital tell you site fact program man.,2025-05-17,no
1109,2574,coverage,Best rock low relate.,2025-01-20,yes
1110,3351,network,Prepare letter room imagine hit.,2024-12-10,unresolved
1111,2264,billing,Property stock member go beautiful return name.,2024-09-07,unresolved
1112,2768,network,When something education local item upon.,2024-11-05,yes
1113,923,billing,Above evening support someone.,2024-12-30,yes
1114,590,network,Republican plant stop second herself.,2024-09-29,resolved
1115,3655,billing,Blue court animal adult central wide.,2024-10-17,yes
1116,4856,billing,Paper decade husband fear.,2024-07-15,no
1117,1295,network,Campaign learn exactly stay speech us.,2024-10-09,resolved
1118,3500,billing,Air everything road pull interest country recently.,2024-08-16,yes
1119,972,internet,Write born choose real.,2024-10-03,unresolved
1120,4398,internet,Age next scientist onto.,2024-07-01,resolved
1121,848,billing,Recently what area it attack investment unit.,2024-12-24,yes
1122,3895,internet,Democratic food far east.,2024-12-23,no
1123,4377,billing,Campaign level data.,2025-06-11,yes
1124,2852,coverage,Environmental under hot himself paper.,2024-09-16,resolved
1125,2322,billing,Television social stop view tell.,2024-10-23,unresolved
1126,1312,network,Indeed painting add specific for head some.,2024-10-02,yes
1127,4377,service,Kid rise western reason Mrs upon.,2025-05-25,unresolved
1128,1388,internet,Message learn natural western light.,2024-11-16,resolved
1129,3730,service,Test miss tonight.,2025-01-28,no
1130,1981,internet,,2024-07-11,unresolved
1131,648,billing,Claim I government face require husband eat.,2024-11-21,resolved
1132,1266,internet,Kid least water many theory tell.,2025-05-17,unresolved
1133,3823,internet,Force security artist power bed.,2024-09-03,yes
1134,1272,billing,Range firm hour within.,2024-07-31,no
1135,4061,service,Left play little focus song report.,2024-11-16,no
1136,4895,internet,May appear newspaper spend must television car.,2025-01-28,yes
1137,4328,service,Pay support adult black.,2024-12-04,yes
1138,4421,internet,,2025-02-24,no
1139,1383,network,,2024-11-09,yes
1140,1409,network,Matter perform his draw.,2024-11-13,resolved
1141,8,coverage,,2025-04-24,yes
1142,82,internet,These rule also thousand capital.,2025-05-04,no
1143,4917,internet,No and third.,2024-10-12,resolved
1144,1280,coverage,Concern car teach lead present majority.,2024-12-10,unresolved
1145,3355,coverage,,2025-03-29,no
1146,480,internet,Blood election west.,2025-01-23,yes
1147,3874,coverage,Nation else form particularly.,2024-11-04,resolved
1148,4746,network,Lot social prove.,2025-05-15,no
1149,1128,internet,Among these management.,2024-07-11,resolved
1150,3544,network,Bag impact test.,2024-09-11,yes
1151,1170,billing,Side yourself collection control until institution.,2025-04-16,yes
1152,4264,coverage,Blood either beautiful military.,2024-12-14,resolved
1153,2376,internet,Civil term later serious state.,2024-11-09,resolved
1154,1221,billing,Material movement I continue.,2025-02-16,yes
1155,2307,service,Professor me style enter care her happen.,2024-07-08,no
1156,4331,coverage,Whatever TV professional evening range.,2024-11-02,no
1157,1620,billing,Test treat decide describe out certainly.,2025-04-07,yes
1158,2623,coverage,Cause wife name miss father eat enter yard.,2024-10-21,resolved
1159,3912,billing,Green choice available today.,2024-11-19,resolved
1160,233,internet,Age find without network before.,2025-03-07,resolved
1161,1044,coverage,Bank born natural carry.,2024-09-05,yes
1162,4562,billing,Agency walk community black.,2025-05-21,yes
1163,1684,coverage,Indeed suffer admit a.,2024-09-18,unresolved
1164,4667,billing,Hot free onto wish.,2025-06-16,unresolved
1165,2480,internet,Person avoid world enough tough music somebody.,2024-08-23,unresolved
1166,2550,network,Follow street structure.,2024-06-22,yes
1167,4447,internet,When name soldier something certain yes.,2025-04-19,resolved
1168,1593,coverage,Follow be benefit occur arrive audience however.,2025-02-26,no
1169,1691,network,Develop stuff stock agreement big environment.,2025-06-10,unresolved
1170,4536,coverage,Different world second ok.,2024-08-23,resolved
1171,814,coverage,Method against subject mind later.,2025-02-16,yes
1172,4323,billing,Pick kind different course.,2024-06-21,unresolved
1173,46,billing,Station least computer shake night upon.,2025-02-14,unresolved
1174,4745,internet,Focus field buy yeah name white.,2025-03-01,resolved
1175,28,network,,2025-03-10,no
1176,1609,network,Book board sense realize light result.,2025-05-18,resolved
1177,3677,service,Majority pattern a measure house.,2025-03-27,no
1178,3526,internet,Ten month recognize report occur meeting concern.,2025-04-17,no
1179,4712,internet,Over compare whole allow poor simple agent table.,2024-12-24,no
1180,1763,network,Study beyond defense three threat candidate.,2025-03-02,yes
1181,2387,service,College onto role choose decade.,2024-07-12,resolved
1182,514,service,Beyond couple fill tough traditional.,2025-03-16,unresolved
1183,821,billing,Nothing customer expect price standard.,2024-08-18,yes
1184,4924,coverage,Sit should southern ten.,2024-11-01,resolved
1185,4071,internet,Bill his attorney maybe could free.,2025-02-12,no
1186,3468,billing,Today rate leave century foot family.,2024-07-17,yes
1187,2391,service,Tough staff include different population safe blue.,2025-04-13,unresolved
1188,873,network,Practice paper left appear number.,2025-04-11,no
1189,278,billing,Pretty number power husband.,2025-02-11,unresolved
1190,1151,internet,Cultural physical during go.,2025-05-25,yes
1191,3724,billing,Dream tax half wrong.,2025-03-17,yes
1192,29,internet,Kitchen read statement way how.,2024-07-26,yes
1193,1078,coverage,To individual business education.,2024-12-06,no
1194,3485,service,Ever plan onto sign apply page.,2024-12-15,unresolved
1195,3436,network,A Mr product fear picture treat tough.,2024-07-23,resolved
1196,446,billing,Response professor hair number.,2025-03-31,yes
1197,1050,billing,Themselves change particularly coach describe success sense.,2024-06-24,unresolved
1198,3920,internet,Up there dark what test voice.,2025-01-14,unresolved
1199,4438,internet,Why type I fly.,2024-06-29,yes
1200,3090,network,,2024-09-19,resolved
1201,4015,internet,Month him however attention impact.,2024-11-18,no
1202,2154,coverage,Well adult talk pretty take claim.,2025-01-05,unresolved
1203,4298,network,Financial common majority source.,2025-05-30,no
1204,4705,billing,Physical policy turn job reflect.,2025-02-24,no
1205,4267,coverage,Full realize because only art.,2024-08-02,unresolved
1206,4930,coverage,,2024-08-18,resolved
